location,tweet
"Lincoln, NE","With flu season just around the corner, the Centers for Disease Control wants you to know the differences between i"
"Lincoln, NE",Make up games are a potentially important data point for the entire conference. Moos is well aware that we are not
Lincoln,Do you think the proportion of those immune from Covid is increasing with time?
"Lincoln, Nebraska","Terry Sebora, emeriti management faculty member, makes his experience matter for others."
"Lincoln, Nebraska",It's hard to socially distance at the strip club:
"Lincoln, NE","For important information and updates on U.S. Department of Education-owned loans, check in on"
"Land of Lincoln, USA",Honest question- - Do you have data from March-April about how much our healthcare was overwhelme
"Lincoln, NE","Who do you think Trump was getting his info from, on how to handle the Covid response???"
"Lincoln, Nebraska ","All right - here's the line for today's Covid-19 Spread Dial - who ya got? No Movement , Lower into Orange"
"Lincoln, NE",Bryan Health has entered phase one of its surge plan as hospitalizations due to COVID-19 continue to rise.
"Lincoln, NE",Sports betting is % more likely than covid to infect males between the ages of and
"Lincoln, NE",ATP if I was to get Covid I wouldnt even be surprised cause thats the kind of luck I have I been going on months of staying healthy doe
"Nebraska, Lincoln",B1G office COVID response:
"Lincoln, NE","Yes Nebraska, the team that was testing before it was required by the B1G, the same Nebraska that"
"Lincoln, NE",How do we know that didn't playing w/ the info that player(s) had ?
"Lincoln, NE","How has affected companies and what are their plans to reopen and re-engage their workforce? In this post,"
"Lincoln, NE","Good morning, I just noticed this. Federally held loans have been automatically postponed due to C"
"Lincoln, Nebraska",Have you voted in the Poll of the Day? Will the Big change their COVID-19 prot
"Lincoln, Nebraska",COVID-19 hospitalizations have increased rapidly this month in . Here's how yesterday's record total of
"Lincoln, NE",Just a day ago he was calling out the big for its covid protocols being too stringent
"Lincoln, Nebraska",Wow thats impressive youve died from Covid and are still tweeting.
Lincoln,"It doesn't apply, they would get upset. There is one law for us. They do as"
"Lincoln, NE","""I was really writing about the patients, and that was something that typically had not been done in the history of"
"Ashby Avenue, Lincoln ",GAME OFFSaturdays game for the Development Squad is unfortunately postponed due to Covid-19 restrictions wi
"Lincoln, NE","Lancaster County recorded new COVID-19 cases on Thursday, the highest daily case count so far (see below). Ther"
"Lincoln, NE","One week after the ILL-WIS game, the WIS-NEB game is canceled because of a Badgers COVID breakout. Now it's possibl"
"Lincoln, NE","Hayes County (southwest) was the last in Nebraska to confirm case of COVID-19, and one of the last six counties in"
"Lincoln, NE",Contrast this with the president and his minions regurgitating the 'turning the corner' talking point. It's fiction
"Lincoln, NE","And when you donate, you get a free antibody test for Covid-19."
"Lincoln, NE",You can watch the covid bombs of Florida and Clemson play.
"Lincoln, NE","See a variety of our samplers at work in Sacramento, helping test wastewater for COVID-19."
"Lincoln, NE","And if Frost not wearing his mask properly is a ""big F.U."" to the B1G, then what would you say about a coach ) not"
"Lincoln, Nebraska",Click here to learn more about what to expect from UNL this upcoming winter season.
"Lincoln, NE","Grain prices finished lower due to negative outside market influences, Covid-19 concerns, and uncertainty regarding"
"Lincoln, NE","After COVID, right-wing education reformers are gonna use online school to push for budget cuts and i"
"Lincoln, NE",I'm going to get shit done today! I'm gonna do a part of a brief and do some of my seminar paper and I'm gonna row
"Lincoln, NE","update: cases (+1,605 yesterday, highest one-day total yet)7-day average: new cases"
"Lincoln, NE","Created for a farmer to take our platform in the field, weve also developed a COVID test to improve access to diag"
"Lincoln, Nebraska, USA",I share your shock - k excess deaths &lt; mo. WWII deaths k in years. Civil War k deaths in
"Lincoln, Nebraska, USA",Solid reporting: Internal Documents Reveal COVID-19 Hospitalization Data The Government Keeps Hidden
"Lincoln, NE",Where is the spirit Halloween? Thought they werent doing it because of Covid
"Lincoln, NE",Who needs PPE? The White House just announced this as one the administration's science an
LINCOLN,Ive put so many COVID-19 test sites in to Nottingham (as well as surrounding areas) over the las
Lincoln,"Swab up someones nose, who feels completely well, or very mildly ill. We find that they have some COV"
"Lincoln, Nebraska",Tennessee-Chattanooga's entire team tested negative for COVID-19 using PCR tests. The team's trucks were loaded and
"Lincoln, Nebraska",Kirsten Bernthal Booth would have been in Kansas City instead of at her daughter's postseason volleyball match for
"Lincoln, NE",Covid and taking some profits before the election.
"Lincoln, NE",Think about this for a second. is going after the team that DIDNT have a Covid outbreak......
"Lincoln, NE",NYT reporting this morning that POTUS will not travel to his hotel on Tuesday night for elec
"Lincoln, NE",Love how lets a Wisconsin alum publish an unwarranted bash of Nebraska when Nebraska stands up for th
Lincoln,There is a set of trees near me that look positively superimposed at this time of year &amp; every year I say I w
"Lincoln, NE",NYT reporting this morning that POTUS will not travel to his hotel on Tuesday night for election n
"Lincoln, NE","""This type of blatant disregard for the wellbeing of others is not only extremely disappointing, it will not be tol"
"Lincoln, NE",Its not the cause in all deaths. Just the ones related to Covid
"Lincoln, NE","Thousands of nursing homes still don't have enough gloves, N95 masks, gowns and other personal protective equipment"
"Lincoln, NE",NYT reporting this morning that POTUS will not travel to his hotel on Tuesday night for elec
Lincoln,You must book a session via the Lincoln SU Tennis section. Please DO NOT attend any session if you are self-iso
"Lincoln, NE",NYT reporting this morning that POTUS will not travel to his hotel on Tuesday night for election night as t
"Lincoln, NE","According to Nebraska's DHHS website, people died in , the most r"
"Lincoln, NE",Hospitalizations and deaths are up. This is real and it has come to our community. We haven't made any progress i
"Lincoln, NE",The community total is . The number of deaths in the community remains at is the highest number of
"Lincoln, NE",This ones for class lmao. What is the most important aspect of concerts/live music and how ha
"Lincoln, NE",Thats because it is a BS argument. Yes you may have those underlying conditions. But what caused y
Lincoln,"this would be amazing to win, Ive been made redundant due to Covid and really need something to cheer me up right now"
Lincoln,"We need to social distance, protect as many people as possible, but keep perspective on what is a nasty virus, but"
"Lincoln, NE",Covid Chasers: The Nurses Fighting Coronavirus From Hot Spot to Hot Spot
"Lincoln, NE","$MelissaMcCaul if anyone can, Im super negative in my bank account due to decreas"
"Lincoln, NE",Idc about covid. All ik is that when hes on the field hes jeopardizing herb
"Lincoln, NE","I live in Lincoln, which is about miles from Omaha, and I know we will see a spike in COVID-19 cases ar"
"Lincoln, Nebraska","I want a president who has a plan to mitigate Covid19. Any plan. At all. I'd like to travel again, see family, and speak at conferences."
Lincoln,"You need to close the schools, collages and universities, send all the students home, because ever si"
"Lincoln, NE",A colleague of mine in Lincoln NE created a COVID tracker that includes community event markers (mask man
"Lincoln, Nebraska","Even with new treatments, hospital beds are filling up."
"Lincoln, NE",This is terrifying! One our local health systems has seen more patients die of at its hospitals this month
"Lincoln, NE","A new Directed Health Measure will take effect in on Nov. , with the purpose of moving the risk dial in the o"
"Lincoln, Nebraska",What kind of a mistake does a ghost make?A Boo Boo! Thanks to Cavett fourth graders for sending heartfelt let
"Lincoln, NE","With flu season just around the corner, the Centers for Disease Control wants you to know the differences between i"
"Lincoln, NE",Just in case you don't know....Doctors do not make more money treating patients. Politi
"Lincoln, NE",Mayors News Conference is live on LNKTV City
"Lincoln, Nebraska",(1/2) Materiel-Purchasing team and continue to distribute vital PPE across the State to en
"Lincoln, NE",Mayors News Conference: Coronavirus Update at :30pm todayWatch it live on LNKTV City
"Lincoln, NE","With flu season just around the corner, the Centers for Disease Control wants you to know the differences between i"
"Lincoln, NE",My kids will NOT go trick or treating this year!!!
"Lincoln, Nebraska","(2/2) Working with , the Surplus Property team was able to ensure successful weekly deliveries to p"
"Lincoln, NE","ICYMI: We broke down all the ways you can stay safe during , including precautionary measures you can take"
"Lincoln, NE",Ohio State does the the same thing &amp; yet if this hapened to them &amp; shut down one of their games
"Lincoln, NE",I'm sure it was Embarrassing for my Favorite NFL team the to own up to practicing during what sho
"Lincoln, NE",How do we know that didn't playing w/ the info that player(s) had ?
"Lincoln, NE","You know what's an Embarrassment? Not following protocols, continuing to"
"Lincoln, NE","How has affected companies and what are their plans to reopen and re-engage their workforce? In this post,"
"Lincoln, Nebraska",Avoid the invisible monster this Halloween.
"Lincoln, NE","See a variety of our samplers at work in Sacramento, helping test wastewater for COVID-19."
"Lincoln, NE",Coming up on /11 This Morning: FBI warning health systems about cyber attack that could happen any day now
"Lincoln, NE","During the pandemic, a lot of families are struggling and it was important for him to find a cause everybody could"
"Lincoln, NE","We have disinfectant wipes, disinfectant sprays,"" he said. ""Well have masks for our poll workers, shields for pol"
"Lincoln, NE",The community total is . The number of deaths in the community remains at is the highest number of
"Lincoln, NE",Coming up on /11 This Morning: FBI warning health systems about cyber attack that could happen any day now
Land of Lincoln,Not one piece of scientific evidence exists that masks work to stop or slow down the virus! NONE!
"Lincoln, NE","Spread the word not the virus. If selected, get tested."
Land of Lincoln,Trump finally has a plan
"Lincoln, NE",DID YOU KNOW: Lincoln is % higher than the national average and % higher than Chicago.COVID19 POSITIVE TEST R
"Lincoln, NE",My porch light will not be on. I hate to do that but our house has vulnerable people who might not possibly survi
"Lincoln, Nebraska","(2/2) Thanks to DAS' partnership with and Chief Procurement Officer, 's leadership,"
"Lincoln, NE","Don Bacon, Pete Ricketts, and Donald Trump has assured that the COVID19 deaths will keep rising ab"
"Lincoln, America","Everybody wants to blame Warren &amp; Council of Presidents &amp; Chancellors. Sure, they made a few misstep"
"Lincoln, NE",spoke with 's CXO on lessons learned during &amp; about how his organization plans to nav
"Lincoln, NE",US Rep for Neb Don Bacon was part of this Trump Super Spreader event on the border of Nebraska/Iowa where they not
"Lincoln, America","Hear, that Sipple? Wisconsin reporter on Early Break says has been more cons"
"Lincoln, NE",The individuals were a woman in her s with underlying health conditions who had been hospitalized and a woman in
"Lincoln, NE","""There's considerable concern as we enter the fall and the winter months and into the flu season that we'll have th"
"Lincoln, America","""Why shouldn't Nebraska play a non-con game this weekend?"" you dumbasses!"
"Lincoln, NE","I dont want anybody to go through what we as a family went through with ,"" Colleen Sebora said. ""Im sorr"
"Lincoln, NE","Coming up on /11 This Morning: Days until , both Presidential candidates make pitches to voters"
"Lincoln, NE","Another disappointment in a long line of disappointments that weve been through the last six months,"" said Joel S"
"Lincoln, NE","Coming up on /11 This Morning: Days until , both Presidential candidates make pitches to voters"
"Lincoln, NE","From : new cases today in , fourth time we've had more than K (all in October). Sig"
"Lincoln, NE",Stocks were down today as uncertainty surrounding the election and ticks up. Read our take here:
"Lincoln, NE","What is Bridge to Independence? What are the changes due to ? Alongside , we talk about B2I &amp; its"
"Lincoln, NE",Teledyne ISCO portable samplers help catch sneaking into schools. View sampler options:
"Lincoln, NE",Nebraska-Wisconsin football game canceled because of COVID19 cases on Badgers roster
"Lincoln, NE","COVID-19 continues to impact higher education, but we are optimistic about the future for all of our institutions."
"Lincoln, Nebraska","Join Dark Intelligence Group tomorrow for a free -minute interactive COVID-19 STAT INTELLIGENCE BRIEFINGS call, """
"Lincoln, NE",You got this !
"Lincoln, Nebraska","To ensure nationwide readiness for the vaccine, the asked each state to submit a plan for administ"
"Lincoln, NE","Nebraska is racing toward officially-counted COVID19 DEAD, currently at with active hospitaliz"
"Lincoln, NE","They have all been let loose in my communities to spread suffering, economic devastation and death via COVID19."
"Lincoln, NE",BREAKING: The Wisconsin football team will pause all team-related activities for at least days due to an elevated
"Lincoln, NE","Isolation is one of the hardest things for a veteran, Armstrong said. Isolation causes issues to arise, not havi"
"Lincoln, America",said on last night the rate of death by this pandemic is the same as th
"Lincoln, NE","Theres been a lot of cases this last week and a half with this ,"" said Jim Mastny, the Fire Chief of the"
"Lincoln, NE",The Lincoln-Lancaster County Health Department announced lab-confirmed cases of have been reported in
"Lincoln, NE","Hey ,It's not enough to expose people to . Now Trump and the GOP have abandoned their suppo"
"Lincoln, Ne",Masks do help slow the spread by %. Even with partial compliance it still slows spread by %.
Land of Lincoln,DemocRats always practice never to waste a crisis for political gain!The Virus gave them the biggest one
"Lincoln, America",The reason we're in the depths of the pandemic can be blamed on anti-mask propaganda pushed by Trump to sow doubt i
"Lincoln, NE",I support and the Lincoln mask mandate. Slow the spread to keep Lincoln safe and open.
"Lincoln, Nebraska",This is a really good look at the impact of Covid-19 in Dwight and rural Nebraska from
"Lincoln, NE","My state, you guys I just want to be over and this is so irresponsible"
"Lincoln, Nebraska",Apparently Covid19 is over according to Trumps Science office.
"Lincoln, NE",providers interested in the SBA's Economic Injury Disaster Loan program for recovery will want
Land of Lincoln,If California doesn't flip Red Newsome will mandate the Covid19 vaccine!Nowhere to run nowhere to hide in this state.
"Lincoln, Nebraska","To help slow the spread of in our State, is encouraging Nebraskans to participate in his Thr"
"Lincoln, Nebraska",Find out how health care billers are responding to the COVID-19 pandemic.
"Lincoln, NE",QUESTION: Would you have your kids take part in a vaccine trial?While children are far less likely than
"Lincoln, NE","Congressional Candidate Senator Kate Bolz has been exposed to after her fianc, Lancaster County Board Cha"
"Lincoln, NE","Nebraska could start receiving its first doses of vaccines before the end of the year, but its not anticip"
"Lincoln, Nebraska",The university is conducting ongoing randomized mitigation testing for COVID-19 which helps track the spread of the
"Lincoln, NE",Providers: Today we learned the Nebraska small business stabilization grants in the second round of CARE
Lincoln,Looking forward to half term and spending time with family and friends. Developed a hacking cough so got tested on
"Lincoln, Nebraska","Wear bright/reflective clothing, short enough to prevent tripping.Avoid trick/treating alone - limit to or le"
"Lincoln, Nebraska","Join Dark Intelligence Group tomorrow for a free -minute interactive COVID-19 STAT INTELLIGENCE BRIEFINGS call, """
"Lincoln, NE","Last Monday, we sent a petition to Gov Ricketts, urging to extend emergency benefits. With + signature"
"Lincoln, NE","Particulate matter, long known to be harmful to human health, is now being tied to deaths. Because"
"Lincoln, NE",For the latest updates on COVID19 news conference can be viewed here:
"Lincoln, NE",Healthcare rationing is happening in red states now. .
"Lincoln, America",Highest -day average for cases in US since the pandemic began. Trump administration grade on handling of the virus: F
"Lincoln, NE",Coming up on /11 This Morning: Crews working to clear snow blanketing NE this morning - more on how they've be
"Lincoln, NE","lab-confirmed cases of have been reported in Lancaster County on Sunday, bringing the community total"
"Lincoln, NE",Coming up on /11 This Morning: Crews working to clear snow blanketing NE this morning - more on how they've be
Lincoln,"Just seen this table on social media, I havent checked its veracity but Im inclined to believe the stats as pres"
"Lincoln, NE",The plague rat and chief is holding a rally in Omaha on Tuesday. As if the numbers in NE werent already climbing.
Land of Lincoln,Expect the Desperate DNC controlled to run propaganda /7 until November rd. Death and do
Lincoln,One rule for one and another for everyone else...
"Lincoln, NE","Contrary to what some believe, yes, COVID19 can impact the best in shape athletes."
"Lincoln, Nebraska",Hi Molly: These actions risk our on-campus learning environment and are unacceptable. Please report by em
"Lincoln, America",Arent low oxygen levels one sign of ?
"Lincoln, NE","Active hospitalizations in Nebraska hit a record high again today: +10 over the previous record, whic"
Lincoln,Memories of the rave scene come flooding back
Lincoln Nebraska,. Attacking Fauci maybe not a great idea; and another award for
"Lincoln, NE","Dear Scott Frost, please put on your mask. Love, a Husker covid nurse."
"Lincoln, NE","Rural America, we can change this! Lets bring numbers in our communities."
Land of Lincoln,plagiarizing Covid19 again with Death and doom for Americans is pathetic!
"Lincoln, NE  🇺🇸",Wear a damn mask
"Lincoln, NE","Active hospitalizations in Nebraska hit a record high again today: Previous record was , which we"
"Lincoln, Nebraska",Not believing in is like not believing doesn't have an orange face.
"Lincoln, NE",virtual information sessions on the new round of stabilization grants to help small businesses cope with the impa
"Lincoln, Nebraska",. is encouraging Nebraskans to take action by following the new Directed Health Measures (DHMs) that ar
"Lincoln, NE",Mayors News Conference is live on LNKTV City
"Lincoln, NE",Mayors News Conference: Coronavirus Update at :30pm todayWatch it live on LNKTV City
"Lincoln, Nebraska","(1/2) DAS Materiel Purchasing team, partnering with the , continues to distribute PPE across the state to l"
"Lincoln, Nebraska","As the st Husker game approaches, safety is our top priority. Arrange a DD, use a ride share program/taxi, or don"
"Lincoln, NE",Our latest webinar is now available online! Advanced Technologies for Monitoring in
"Lincoln, NE","News Anchor: ""COVID cases are surging, highest case count recorded yesterday.""(No transition)News Anchor: ""Comi"
"Lincoln, NE",Our latest newsletter for the American Association of Railroad Superintendents shares important information related
"Lincoln, NE",Greene County to test for forever chemical this week
"Lincoln, Nebraska",My Daily News via
"Lincoln, America",One reason China and many other countries got under control is because they cut
"Lincoln, NE",Coming up on /11 This Morning: postmaster general shares how they're handling mail NDCS
"Lincoln, NE","These are trying times-not just for the YMCA, but for all of us collectively, commented Barbara Bettin, President"
"Lincoln, NE","The individual was a man in his s.That brings the total to deaths in October, and seven in the last"
"Lincoln, NE",Director Frakes said Thursday NDCS currently has inmates who are positive for and who have recovere
"Lincoln, NE",Coming up on /11 This Morning: postmaster general shares how they're handling mail NDCS d
Lincoln,"I do this. It's definitely worth it. ""Help slow the spread of and identify at risk cases sooner by self-re"
"Lincoln, NE","Trump showed no remorse for those suffering under COVID19, no remorse for those living in the wake of indu"
Land of Lincoln,Joe want hope over fear while hyping Covid19 as a death sentence! I can't anymore.
"Lincoln, NE",More than people died of COVID19 in the United States yesterday.
"Lincoln, NE",Lincoln corrections center under quarantine after four inmates test positive for COVID19
"Lincoln, NE","Yesterday, the Senate voted on an inadequate bill that doesn't address the critical needs of our neighbors still st"
"Lincoln, NE",Patriot Express passengers will soon be subject to random COVID19 testing
"Lincoln, NE",Coronavirus detected in South East Queensland sewage samples
"Lincoln, NE",Never forget: Drumpf killed John Prine.
"Omaha, NE and Lincoln, NE",Is it allergies? Or the flu? Or COVID? Make sure you have the COVID Check app downloaded on your phone which will h
"Lincoln, NE","This sucks. I get it. I do. But man, this sucks."
Lincoln,"he had a cough, which he did but it's wet, not dry. It qualified him for a test which came back pos"
"Lincoln, NE",Hope you were you able to tune into today to hear Jalene Carpenter + discuss the state o
"Lincoln, NE",Why will cases spike in the next -6 weeks? Check out our most recent episode to find out.
"Lincoln, Nebraska",. announced new relief grant programs designed to continue growing Nebraska by providing addit
Land of Lincoln,being blatently used as population control is criminal.The political elite across the Globe have plenty
"Lincoln, Ne",Bummer if this is the new norm. Full episode here
"Lincoln, NE","Prize for use of metaphors for a County Health Department! Maybe Skype is less work, and Covid loves triple optio"
Lincoln,Just wondering. How many Covid19 positive people are walking around because told them to carry on as
Lincoln,"T&amp;T told my husband to carry on as normal because , his phone didn't spend enough time near"
"Lincoln, NE","During quarantine, inmates will have reduced movement across the facility, allowing us to limit any further potent"
"Lincoln, NE",The individuals were women in their s and s who were both hospitalized.That brings the total to deaths in O
"Lincoln, NE",Coming up on /11 This Morning: corrections ctr on quarantine as inmates test positive for In
"Lincoln, NE",Coming up on /11 This Morning: corrections ctr on quarantine as inmates test positive for In
Land of Lincoln ,"By the Covid-19 Infections Skyrocket, House Report Slams Trump's"
"Lincoln, Nebraska",Happy Halloween with WAFFLES from for breakfast!!! So fun catching up with Steve Pearson too.
Lincoln,Well time to start stockpiling toilet roll again!! BBC News - Covid-19: PM set to announce month-long England lo
"Lincoln, NE","The major players in Washingtons COVID-19 relief blame game lobbed familiar volleys on Thursday, marking time in t"
"Lincoln, Nebraska",So protocols can be adjusted if they are to Wisconsins benefit?
"Lincoln, Nebraska",Covid-19 is not the flu.
"Lincoln, NE",If this nation re-elects a criminal who has turned Covid-19 deaths into a stump speech trope/j
"Lincoln, NE",We had more COVID-19 cases diagnosed in the US yesterday than Chinas cumulative cases since December .
"Lincoln, NE",Megan Elliott is hopeful in our resilience to learn to adapt during a pandemic. Read more about how she see's our f
"Lincoln, Nebraska","I have family voting emphatically for Trump. That means they are voting against close family that are LGBT, and vot"
"Lincoln, NE",it wasnt hard to find at all
"Lincoln, Nebraska","Even with new treatments, hospital beds are filling up."
"Lincoln, NE",CYBL Covid-19 Guidelines and Protocols
Lincoln,yes because you only see the death rate of covid . nobody actually ever shows you the
"Lincoln, NE","Well jada, the Halloween is now covid and we don't want to get sick for people and idk?"
"Lincoln, Nebraska, USA","Lincoln Southeast hadn't played a football game since Oct. , after their game with Gretna Oct. was cancelled du"
"Lincoln, NE",The suggestion that doctorsin the midst of a public health crisisare overcounting COVID-19 patients or lying to
"Lincoln, NE","COVID-19: For the fourth day in a row, Nebraska set a record for hospitalizations. Since October , COVID-19 hospit"
"Lincoln, NE","update: New cases today: -day average new cases: , record high Active hospitaliza"
"Lincoln, NE",This is terrifying! One our local health systems has seen more patients die of at its hospitals this month
"Lincoln, Nebraska",Liem warming up in her brand new .shirettes letter jacket for the High School Football Playoffs: LSE vs. Columb
"Lincoln, NE","""Urgent action is needed,"" the st District Democratic congressional nominee says. ""Partisanship should not stand i"
"Lincoln, NE",FFN Digest: adds early childhood to website marketing state to new resident
"Lincoln, NE",Bolz urges new COVID-19 relief package
"Lincoln, NE","From phone calls with Kevin Warren and Barry Alvarez to COVID-19 testing in Chattanooga, AD Bill Moos talk"
"Lincoln, NE","A new Directed Health Measure will take effect in on Nov. , with the purpose of moving the risk dial in the o"
"Lincoln, NE","Approaching red.Our choices have an impact, and that impact can be for better or for worse. Lets dig deep and do"
"Lincoln, Nebraska, USA",COVID-19 Risk Dial Remains in Elevated Orange:
"Lincoln, NE",The trophy probably has COVID-19
"Lincoln, NE","But local officials say the county is ""on the verge"" of moving into the red range if conditions don't improve, as h"
"Lincoln, NE",Hemingford Public Schools in Western Nebraska issued a mask mandate this week after students were quarantined. T
"Lincoln, Nebraska",Lancaster County COVID-19 Risk Dial Remains In Elevated High Risk Orange
"Lincoln, NE",Regeneron Pharmaceuticals Inc. said Friday that independent monitors had recommended placing on hold enrollment of
"Lincoln, NE",A thread honoring the young people who have died from COVID-19.
"Lincoln, Nebraska","UHC Test Registry Announcement: In response to the COVID-19 public health emergency, implementation of the Laborato"
"Lincoln, Nebraska, USA","lab-confirmed cases of COVID-19 have been reported in Lancaster County today, bringing the community total to ,"
"Lincoln, Nebraska",COVID-19 Test Results: NEGATIVE!!! Thank you for randomly selecting me for the Mitigation Testing.
"Lincoln, Nebraska",Heres how the students of UNL feel about Halloween: Pandemic edition.
"Lincoln, Nebraska","COVID-19 patients in hospitals today, most ever. of those are from Lancaster County. October average is"
"Lincoln, NE","With flu season just around the corner, the Centers for Disease Control wants you to know the differences between i"
"Lincoln, NE","The COVID-19 Risk Dial for Lincoln and Lancaster County remains the same this week - in the Orange ""High Risk"" cate"
"Lincoln, NE",LIVE at :30 p.m.: Lincoln officials discuss the city's COVID-19 response.
"Lincoln, Nebraska",new COVID-19 cases today in . No new deaths for the second day in a row (that's good news). Positivity rate
"Lincoln, Nebraska",COVID-19 has taken down another downtown restaurant:
"Lincoln, NE",Here's a couple more statsne of every Nebraskans has had COVID-19 so far.Compared to top causes of death in
"Lincoln, NE",The district is not aware that he had any close contact with another person who had COVID-19 at the school.
"Lincoln, NE","Goodness, it truly appears to be a real article written by a human. When I first saw the word salad this morning, I"
"Lincoln, Nebraska, USA",Bryan Health enters Phase One surge plan. -KFOR News
"Lincoln, NE","From NSEA President Jenni Benson: ""This is a difficult time. The virus is unrelenting... I believe that we cannot g"
"Lincoln, NE","With flu season just around the corner, the Centers for Disease Control wants you to know the differences between i"
"Lincoln, Nebraska","Terry Sebora, emeriti management faculty member, makes his experience matter for others."
"Lincoln, Nebraska",It's hard to socially distance at the strip club:
"Lincoln, NE","For important information and updates on U.S. Department of Education-owned loans, check in on"
"Lincoln, Nebraska ","All right - here's the line for today's Covid-19 Spread Dial - who ya got? No Movement , Lower into Orange"
"Lincoln, NE",Bryan Health has entered phase one of its surge plan as hospitalizations due to COVID-19 continue to rise.
"Lincoln, NE",Sports betting is % more likely than covid to infect males between the ages of and
"Lincoln, NE","How has affected companies and what are their plans to reopen and re-engage their workforce? In this post,"
"Lincoln, NE","Good morning, I just noticed this. Federally held loans have been automatically postponed due to C"
"Lincoln, Nebraska",Have you voted in the Poll of the Day? Will the Big change their COVID-19 prot
"Lincoln, Nebraska",COVID-19 hospitalizations have increased rapidly this month in . Here's how yesterday's record total of
"Lincoln, NE","""I was really writing about the patients, and that was something that typically had not been done in the history of"
"Ashby Avenue, Lincoln ",GAME OFFSaturdays game for the Development Squad is unfortunately postponed due to Covid-19 restrictions wi
"Lincoln, NE","Lancaster County recorded new COVID-19 cases on Thursday, the highest daily case count so far (see below). Ther"
"Lincoln, NE","Hayes County (southwest) was the last in Nebraska to confirm case of COVID-19, and one of the last six counties in"
"Lincoln, NE","And when you donate, you get a free antibody test for Covid-19."
"Lincoln, NE","See a variety of our samplers at work in Sacramento, helping test wastewater for COVID-19."
"Lincoln, Nebraska",Click here to learn more about what to expect from UNL this upcoming winter season.
"Lincoln, NE","Grain prices finished lower due to negative outside market influences, Covid-19 concerns, and uncertainty regarding"
"Lincoln, NE","update: cases (+1,605 yesterday, highest one-day total yet)7-day average: new cases"
"Lincoln, Nebraska, USA",Solid reporting: Internal Documents Reveal COVID-19 Hospitalization Data The Government Keeps Hidden
"Lincoln, NE",Who needs PPE? The White House just announced this as one the administration's science an
LINCOLN,Ive put so many COVID-19 test sites in to Nottingham (as well as surrounding areas) over the las
"Lincoln, Nebraska",Tennessee-Chattanooga's entire team tested negative for COVID-19 using PCR tests. The team's trucks were loaded and
"Lincoln, Nebraska",Kirsten Bernthal Booth would have been in Kansas City instead of at her daughter's postseason volleyball match for
"Lincoln, NE",Love how lets a Wisconsin alum publish an unwarranted bash of Nebraska when Nebraska stands up for th
"Lincoln, NE","""This type of blatant disregard for the wellbeing of others is not only extremely disappointing, it will not be tol"
Lincoln,You must book a session via the Lincoln SU Tennis section. Please DO NOT attend any session if you are self-iso
"Lincoln, NE","According to Nebraska's DHHS website, people died in , the most r"
"Lincoln, NE",Hospitalizations and deaths are up. This is real and it has come to our community. We haven't made any progress i
"Lincoln, NE",The community total is . The number of deaths in the community remains at is the highest number of
"Lincoln, NE",Thats because it is a BS argument. Yes you may have those underlying conditions. But what caused y
"Lincoln, NE","I live in Lincoln, which is about miles from Omaha, and I know we will see a spike in COVID-19 cases ar"
"Lincoln, Nebraska",Covid-19 is the third leading cause of death in the US right now.
"Lincoln, Nebraska",The most interesting Covid-19 information I have seen in months. Finny from Eventide is brilliant. I highly recom
"Lincoln, Nebraska",NEW - Clemson QB Trevor Lawrence has tested positive for COVID-19.
"Lincoln, NE",Lets talk COVID-19 Trump/Trumpists: ..... well China ....Lets look at facts:Jan. You said it wasnt a problem
"Lincoln, NE",More than new coronavirus cases today; U.S. total tops million; an American gets the virus every secon
"Lincoln, Nebraska",University leaders introduce pods at COVID-19 testing sites to shield healthcare workers from winter weather.
"Lincoln, NE",Wisconsin with three more COVID-19 cases.
"Lincoln, NE",Three additional confirmed COVID-19 cases for UW.
"Lincoln, NE","Virus updates: WHO's European director said, hospitalizations have risen to levels unseen since the spring and th"
"Lincoln, NE",More than % of people hospitalized for the disease this month are or older.
"Lincoln, Nebraska",Lab Confirmed COVID-19 Cases Thursday In Lancaster County
"Lincoln, Nebraska",Enjoyed lunch from with Talley in my office.
"Lincoln, Nebraska, USA","lab-confirmed cases of COVID-19 have been reported in Lancaster County today, bringing the community total to"
"Lincoln, NE",Local health officials announced new cases of COVID-19 in Lancaster County on Thursday.
"Lincoln, Nebraska",new COVID-19 cases in today. Hospitalizations up to with people on ventilators. Test positivity is b
"Lincoln, NE","COVID-19 has infected my grandmother, my aunt, and now my mother. If it hasnt reached your loved ones yet, conside"
Lincoln,Because it makes a change from taking about Covid
"Lincoln, NE","We waited an extra day for the mailbag, because we figured thered be some questions.SO. The HV staff is bac"
"Lincoln, NE","Taiwan hit days without any domestically transmitted cases of COVID-19, highlighting its continued success at k"
"Lincoln, NE","slogan if he wins:""The only thing we have to fear is COVID-19. RED ALERT! Get in your basements, but wi"
"Lincoln, NE",Med will open a testing site at the shopping center at th Street and Leighton Avenue by the end of next week.
"Lincoln, NE",ANNOUNCEMENT/REMINDER: Rosters have been set for Session I of the Indoor VSL. We will not be adding anymore Players
"Lincoln, Nebraska",Cases of COVID-19 in Nebraska have increased by more than % since mid-October and the spread is impacting rural h
Lincoln,New Covid guide for venerable. Nothing new i can see. The biggest issue on chat forums is HR &amp; Staffing issues? Ie
