location,tweet
"Lincoln, NE","@finebaum You know what's an Embarrassment? @BadgerFootball Not following #BigTen #COVID19 protocols, continuing to… https://t.co/gaSRJe0IXR"
"Lincoln, NE","How has #COVID19 affected companies and what are their plans to reopen and re-engage their workforce? In this post,… https://t.co/PjIPaLhjIu"
"Lincoln, Nebraska",Avoid the invisible monster this Halloween. #Halloween #COVID19 https://t.co/YjUBo7ZCAq
"Lincoln, NE","See a variety of our samplers at work in Sacramento, helping test wastewater for COVID-19.
https://t.co/14MbAsJDQS… https://t.co/AjzRYfwnLZ"
"Lincoln, NE","Coming up on 10/11 This Morning:
✔️ FBI warning health systems about cyber attack that could happen any day now
✔️… https://t.co/NmpMtzqu8r"
"Lincoln, NE","“During the pandemic, a lot of families are struggling and it was important for him to find a cause everybody could… https://t.co/KF6Wz5AMxE"
"Lincoln, NE","“We have disinfectant wipes, disinfectant sprays,"" he said. ""We’ll have masks for our poll workers, shields for pol… https://t.co/5e3uxNh9sB"
"Lincoln, NE","The community total is 9,330. The number of deaths in the community remains at 45.
166 is the highest number of… https://t.co/DljWNqSPJK"
"Lincoln, NE","Coming up on 10/11 This Morning:
✔️ FBI warning health systems about cyber attack that could happen any day now
✔️… https://t.co/k2qHcAkLy1"
Land of Lincoln,"Not one piece of scientific evidence exists that masks work to stop or slow down the #COVID19 virus! 

NONE!

#FactsMatter"
"Lincoln, NE","Spread the word – not the virus. If selected, get tested. https://t.co/ggAEPQf5xr #unl #myhuskerhome @unlstudentlife https://t.co/tBuLaNsEro"
Land of Lincoln,#COVID19 Trump finally has a plan😹     https://t.co/WippgZeRY5
"Lincoln, NE","DID YOU KNOW: Lincoln is 46% higher than the national average and 15% higher than Chicago.

COVID19 POSITIVE TEST R… https://t.co/8DLOWrGTzD"
"Lincoln, NE",My porch light will not be on. I hate to do that but our house has 3 vulnerable people who might not possibly survi… https://t.co/Y6exT1Qp8t
"Lincoln, Nebraska","(2/2) Thanks to DAS' partnership with @NEDHHS and Chief Procurement Officer, @drakecarlson's leadership,… https://t.co/e9lLGcFS6A"
"Lincoln, NE","@karaforcongress Don Bacon, Pete Ricketts, and Donald Trump has assured that the COVID19 deaths will keep rising ab… https://t.co/4on0Jw8bQL"
"Lincoln, America","@mikejschaefer Everybody wants to blame Warren &amp; Council of Presidents &amp; Chancellors. Sure, they made a few misstep… https://t.co/f1ZfxrExjm"
"Lincoln, NE",@BeckersHR spoke with @northwell's CXO on lessons learned during #COVID19 &amp; about how his organization plans to nav… https://t.co/8ulEhrhS5p
"Lincoln, NE",US Rep for Neb Don Bacon was part of this Trump Super Spreader event on the border of Nebraska/Iowa where they not… https://t.co/0fbfk6AiLW
"Lincoln, America","@HuskerExtraSip Hear, that Sipple? Wisconsin reporter on Early Break @937TheTicket says @bigten has been  more cons… https://t.co/p2tyVR5aRR"
"Lincoln, NE",The individuals were a woman in her 30s with underlying health conditions who had been hospitalized and a woman in… https://t.co/bjHFvyCSS1
"Lincoln, NE","""There's considerable concern as we enter the fall and the winter months and into the flu season that we'll have th… https://t.co/wH9TP49WEN"
"Lincoln, America","@HuskerExtraSip @937JakeSorensen ""Why shouldn't Nebraska play a non-con game this weekend?"" #COVID19 you dumbasses!… https://t.co/ZWGMTwkTiQ"
"Lincoln, NE","“I don’t want anybody to go through what we as a family went through with #COVID19,"" Colleen Sebora said. ""I’m sorr… https://t.co/Sj0oaS6FW9"
"Lincoln, NE","Coming up on 10/11 This Morning:
✔️ Days until #Election2020 , both Presidential candidates make pitches to voters… https://t.co/hCzswfPATk"
"Lincoln, NE","“Another disappointment in a long line of disappointments that we’ve been through the last six months,"" said Joel S… https://t.co/Hmc1BvEnKG"
"Lincoln, NE","Coming up on 10/11 This Morning:
✔️ Days until #Election2020, both Presidential candidates make pitches to voters… https://t.co/obOrp201O8"
"Lincoln, NE","From @NEDHHS: 1,169 new #COVID19 cases today in #Nebraska, fourth time we've had more than 1K (all in October). Sig… https://t.co/JorBUbTfut"
"Lincoln, NE",Stocks were down today as uncertainty surrounding the election and #covid19 ticks up. Read our take here: https://t.co/N8nlGLk4Np
"Lincoln, NE","What is Bridge to Independence? What are the changes due to #COVID19? Alongside @NICWCinc, we talk about B2I &amp; its… https://t.co/bLyZUeXk82"
"Lincoln, NE",Teledyne ISCO portable samplers help catch #covid19 sneaking into schools. View sampler options:… https://t.co/Z3XwTIK3cx
"Lincoln, NE","Nebraska-Wisconsin football game canceled because of COVID19 cases on Badgers roster
https://t.co/kdOquTDPF8"
"Lincoln, NE","COVID-19 continues to impact higher education, but we are optimistic about the future for all of our institutions.… https://t.co/8lJZ8I5RF9"
"Lincoln, Nebraska","Join Dark Intelligence Group tomorrow for a free 30-minute interactive COVID-19 STAT INTELLIGENCE BRIEFINGS call, ""… https://t.co/k4SVtxZ9t2"
"Lincoln, NE","You got this @UNLincoln! 🎈

#InThisTogether #COVID19 #UNL https://t.co/qNNPRpKnhJ"
"Lincoln, Nebraska","To ensure nationwide readiness for the #COVID19 vaccine, the @CDCgov asked each state to submit a plan for administ… https://t.co/rU1EsqkWJR"
"Lincoln, NE","Nebraska is racing toward 700 officially-counted COVID19 DEAD, currently at 620 with 436 active #COVID19 hospitaliz… https://t.co/kzVTz2jlsV"
"Lincoln, NE","@avemaria412 @Jeff_Paul They have all been let loose in my communities to spread suffering, economic devastation and death via COVID19."
"Lincoln, NE",BREAKING: The Wisconsin football team will pause all team-related activities for at least 7 days due to an elevated… https://t.co/mA5nwIlHzf
"Lincoln, NE","“Isolation is one of the hardest things for a veteran,” Armstrong said. “Isolation causes issues to arise, not havi… https://t.co/A0r7Z6vhIU"
"Lincoln, America",@drsanjaygupta said on @StephenAtHome last night the rate of death by this 2020 #COVID19 pandemic is the same as th… https://t.co/CmBys3Ii9S
"Lincoln, NE","“There’s been a lot of cases this last week and a half with this #COVID19,"" said Jim Mastny, the Fire Chief of the… https://t.co/3YPV9vV4u7"
"Lincoln, NE",The Lincoln-Lancaster County Health Department announced 93 lab-confirmed cases of #COVID19 have been reported in… https://t.co/xtfdX5viW7
"Lincoln, NE","Hey @SenatorFischer,
It's not enough to expose people to #COVID19. Now Trump and the GOP have abandoned their suppo… https://t.co/0LD8ctRpec"
"Lincoln, Ne","Masks do help slow the spread by 50%. Even with partial compliance it still slows spread by 30%. 
#Yeahscience https://t.co/Qn3PEGIKz5"
Land of Lincoln,"DemocRats always practice never to waste a crisis for political gain!
The #COVID19 Virus gave them the biggest one… https://t.co/j7GS57qFEZ"
"Lincoln, America",The reason we're in the depths of the pandemic can be blamed on anti-mask propaganda pushed by Trump to sow doubt i… https://t.co/ovbs44mstC
"Lincoln, NE",I support @MayorLeirion and the Lincoln mask mandate. Slow the spread to keep Lincoln safe and open. #COVID19 https://t.co/EMfXXhThRA
"Lincoln, Nebraska",This is a really good look at the impact of Covid-19 in Dwight and rural Nebraska from @MadisonPitsch #COVID19 https://t.co/yVyCGNTtUW
"Lincoln, NE","My state, you guys ☹😷 I just want #COVID19 to be over and this is so irresponsible 😭 https://t.co/gozmkfpTz6"
"Lincoln, Nebraska","Apparently Covid19 is over according to Trumps Science office.

https://t.co/0wlWwtMFjB"
"Lincoln, NE",#Childcare providers interested in the SBA's  Economic Injury Disaster Loan program for #COVID19 recovery will want… https://t.co/lf87h6dfFi
Land of Lincoln,"If California doesn't flip Red Newsome will mandate the Covid19 vaccine!
Nowhere to run nowhere to hide in this state.

#VoteRed2020"
"Lincoln, Nebraska","To help slow the spread of #COVID19 in our State, @GovRicketts is encouraging Nebraskans to participate in his “Thr… https://t.co/ZXEvKriTRh"
"Lincoln, Nebraska",Find out how health care billers are responding to the COVID-19 pandemic. #laboratory #COVID19 #healthcare https://t.co/BT5uwnEsdm
"Lincoln, NE","QUESTION: Would you have your kids take part in a #COVID19 vaccine trial?

While children are far less likely than… https://t.co/vysx0Qo5cG"
"Lincoln, NE","Congressional Candidate Senator Kate Bolz has been exposed to #COVID19 after her fiancé, Lancaster County Board Cha… https://t.co/KC2YAC5kQo"
"Lincoln, NE","Nebraska could start receiving its first doses of #COVID19 vaccines before the end of the year, but its not anticip… https://t.co/fSZJXgIcLJ"
"Lincoln, Nebraska",The university is conducting ongoing randomized mitigation testing for COVID-19 which helps track the spread of the… https://t.co/3uQKTwIVfr
"Lincoln, NE",#Childcare Providers: Today we learned the Nebraska small business stabilization grants in the second round of CARE… https://t.co/o3xdvTZGAq
Lincoln,Looking forward to half term and spending time with family and friends. Developed a hacking cough so got tested on… https://t.co/OJuzkT3a6U
"Lincoln, Nebraska","🎃 Wear bright/reflective clothing, short enough to prevent tripping.
🍬Avoid trick/treating alone - limit to 8 or le… https://t.co/hXVpcRqC5c"
"Lincoln, Nebraska","Join Dark Intelligence Group tomorrow for a free 30-minute interactive COVID-19 STAT INTELLIGENCE BRIEFINGS call, ""… https://t.co/gIM6TRGNTX"
"Lincoln, NE","Last Monday, we sent a petition to Gov Ricketts, urging to extend #SNAP emergency benefits. 

With 1,200+ signature… https://t.co/xhOeLRhDtC"
"Lincoln, NE","Particulate matter, long known to be harmful to human health, is now being tied to #COVID19 deaths. Because… https://t.co/T0OQy0BucT"
"Lincoln, NE",For the latest updates on COVID19 @GovRicketts news conference can be viewed here: https://t.co/l17zxqV3D8 https://t.co/jmfLABqZ7t
"Lincoln, NE",Healthcare rationing is happening in red states now. #COVID19.
"Lincoln, America","Highest 7-day average for #COVID19 cases in US since the pandemic began. 

Trump administration grade on handling of the virus: F"
"Lincoln, NE","Coming up on 10/11 This Morning:
✔️ Crews working to clear snow blanketing NE this morning - more on how they've be… https://t.co/bCg68l67Je"
"Lincoln, NE","131 lab-confirmed cases of #COVID19 have been reported in Lancaster County on Sunday, bringing the community total… https://t.co/Dmf0ucNKVX"
"Lincoln, NE","Coming up on 10/11 This Morning:
✔️ Crews working to clear snow blanketing NE this morning - more on how they've be… https://t.co/zH1iFV5VaW"
Lincoln,"Just seen this table on social media, I haven’t checked it’s veracity but I’m inclined to believe the stats as pres… https://t.co/82Usu5j51R"
"Lincoln, NE",The plague rat and chief is holding a rally in Omaha on Tuesday. As if the numbers in NE weren’t already climbing.… https://t.co/ONHk1Lo89k
Land of Lincoln,Expect the Desperate DNC controlled #FakeNewsMedia to run #COVID19 propaganda 24/7 until November 3rd. Death and do… https://t.co/zPaW4R0OVh
Lincoln,One rule for one and another for everyone else... #COVID19 #pandemic #isolation https://t.co/tmX4pEMb0T
"Lincoln, NE","Contrary to what some believe, yes, COVID19 can impact the best in shape athletes. https://t.co/48L0TfgSsO"
"Lincoln, Nebraska",@heymooly Hi Molly: These actions risk our on-campus learning environment and are unacceptable. Please report by em… https://t.co/31Gs1KW305
"Lincoln, America",@yackadyack Aren’t low oxygen levels one sign of #COVID19?
"Lincoln, NE","Active #COVID19 hospitalizations in Nebraska hit a record high again today: 436

+10 over the previous record, whic… https://t.co/20kq0RI5k5"
Lincoln,Memories of the rave scene come flooding back #altern8 #covid19 https://t.co/ujpl4fGqb1
Lincoln Nebraska,@realDonaldTrump @FoxNews https://t.co/yQhTiUJAgg.   Attacking Fauci maybe not a great idea; and another award for… https://t.co/flvem8pBzO
"Lincoln, NE","Dear Scott Frost, please put on your mask. Love, a Husker covid nurse. #Huskers #COVID19 #dontbeacovidiot"
"Lincoln, NE","Rural America, we can change this! 

Let’s bring #COVID19 numbers ⬇️ in our communities. 

#RuralHeath
#MaskUp… https://t.co/7Ye5od7FI6"
Land of Lincoln,"#CrookedJoeBiden plagiarizing Covid19 again with Death and doom for Americans is pathetic!

#TrumpLandslide"
"Lincoln, NE  🇺🇸","Wear a damn mask 😷 
#ScienceMatters #COVID19 #MaskUp #MasksSaveLives https://t.co/BlU4dXLghH"
"Lincoln, NE","Active #COVID19 hospitalizations in Nebraska hit a record high again today: 426

Previous record was 400, which we… https://t.co/J0V1QNTwNI"
"Lincoln, Nebraska",Not believing in #COVID19 is like not believing @realDonaldTrump doesn't have an orange face.
"Lincoln, NE",2 virtual information sessions on the new round of stabilization grants to help small businesses cope with the impa… https://t.co/Ld6UqQJ327
"Lincoln, Nebraska",.@GovRicketts is encouraging Nebraskans to take action by following the new Directed Health Measures (DHMs) that ar… https://t.co/yNc1vU8Irb
"Lincoln, NE","Mayor’s News Conference is live on LNKTV City 
https://t.co/G4a3zxOUU9
https://t.co/f3iS7Ahygm
https://t.co/cjFQMWj4Q6
#LNK  #COVID19"
"Lincoln, NE","Mayor’s News Conference: 
Coronavirus Update at 3:30pm today
Watch it live on LNKTV City 
https://t.co/G4a3zxxk2B… https://t.co/e6Jxhjb4Jw"
"Lincoln, Nebraska","(1/2) DAS’ Materiel Purchasing team, partnering with the @NEDHHS, continues to distribute PPE across the state to l… https://t.co/K2IgHfArDv"
"Lincoln, Nebraska","As the 1st Husker game approaches, safety is our top priority. Arrange a DD, use a ride share program/taxi, or don’… https://t.co/iTUlBFtXcf"
"Lincoln, NE","Our latest #Water webinar is now available online! Advanced Technologies for Monitoring #covid19 in #Wastewater 
📽️… https://t.co/ormrFmdy5A"
"Lincoln, NE","News Anchor: ""COVID cases are surging, highest case count recorded yesterday.""

(No transition)

News Anchor: ""Comi… https://t.co/BVBjS5eDWX"
"Lincoln, NE",Our latest newsletter for the American Association of Railroad Superintendents shares important information related… https://t.co/kFhEEwa8N6
"Lincoln, NE","Greene County to test for ‘forever chemical’ this week
https://t.co/BXNKBItRmA
#wastewater #covid19 #teledyneisco #sampling"
"Lincoln, Nebraska",My #hamr Daily News https://t.co/UbGNEXPIGF #science #swl #space #spaceweather via @TinaMar05702373 @PeterHoskinsTV… https://t.co/WW15x1tRqh
"Lincoln, America",@gb4bedfordfalls @NBCNews One reason China and many other countries got #COVID19 under control is because they cut… https://t.co/Q7A29nflOO
"Lincoln, NE","Coming up on 10/11 This Morning:
✔️#LNK postmaster general shares how they're handling #Election2020  mail
✔️ NDCS… https://t.co/AeAdoebV4s"
"Lincoln, NE","“These are trying times-not just for the YMCA, but for all of us collectively,” commented Barbara Bettin, President… https://t.co/dEJs8aW6K8"
"Lincoln, NE","The individual was a man in his 70s.
That brings the total to 18 #COVID19 deaths in October, and seven in the last… https://t.co/XHcDNZqb2E"
"Lincoln, NE",Director Frakes said Thursday NDCS currently has 19 inmates who are positive for #COVID19 and 232 who have recovere… https://t.co/hq0BhxXjLl
"Lincoln, NE","Coming up on 10/11 This Morning:
✔️#LNK postmaster general shares how they're handling #Election2020 mail
✔️ NDCS d… https://t.co/WvMhsBn9OQ"
Lincoln,"I do this. It's definitely worth it. ""Help slow the spread of #COVID19 and identify at risk cases sooner by self-re… https://t.co/M3ESkIbbjk"
"Lincoln, NE","@dezgn4u Trump showed no remorse for those suffering under COVID19, no remorse for those living in the wake of indu… https://t.co/xTFnimTiwi"
Land of Lincoln,"Joe want hope over fear while hyping Covid19  as a death sentence!

🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 I can't anymore.

#FourMoreYears"
"Lincoln, NE",More than 1100 people died of COVID19 in the United States yesterday.
"Lincoln, NE","Lincoln corrections center under quarantine after four inmates test positive for COVID19 
https://t.co/XzmouwmOAv"
"Lincoln, NE","Yesterday, the Senate voted on an inadequate bill that doesn't address the critical needs of our neighbors still st… https://t.co/9FXb5MsTUM"
"Lincoln, NE","Patriot Express passengers will soon be subject to random COVID19 testing 
https://t.co/7R9zbS8Ryh"
"Lincoln, NE","Coronavirus detected in South East Queensland sewage samples
https://t.co/HkwUiA4tdE
#wastewater #covid19 #teledyneisco #sampling"
"Lincoln, NE",Never forget: Drumpf killed John Prine. #COVID19
"Omaha, NE and Lincoln, NE",Is it allergies? Or the flu? Or COVID? Make sure you have the COVID Check app downloaded on your phone which will h… https://t.co/s9VTHFx2QX
"Lincoln, NE","This sucks. I get it. I do. But man, this sucks. #COVID19 #LNK https://t.co/0gdK0VHSaS"
Lincoln,"@davidschneider he had a cough, which he did but it's wet, not dry. It qualified him for a test which came back pos… https://t.co/gmHomiQJ65"
"Lincoln, NE",Hope you were you able to tune into #AHCANCAL20 today to hear Jalene Carpenter  + @RyanDDonohue discuss the state o… https://t.co/r9QuWIq3q4
"Lincoln, NE",Why will #Nebraska #COVID19 cases spike in the next 4-6 weeks? Check out our most recent episode to find out.… https://t.co/CFazZerHdF
"Lincoln, Nebraska",.@GovRicketts announced new #COVID19 relief grant programs designed to continue growing Nebraska by providing addit… https://t.co/ZjhbkjmaKp
Land of Lincoln,"#COVID19 being blatently used as population control is criminal.

The political elite across the Globe have plenty… https://t.co/8BEDbHsgBB"
"Lincoln, Ne",Bummer if this is the new norm. @riggins_jack Full episode here https://t.co/voDN90IIbQ #thursdaymotvation #COVID19 https://t.co/EZJHsw10Dp
"Lincoln, NE","Prize for use of 🏈 metaphors for a County Health Department! Maybe Skype is less work, and Covid loves triple optio… https://t.co/KIIEqyGTUl"
Lincoln,Just wondering. How many Covid19 positive people are walking around because #TestandTrace told them to carry on as… https://t.co/pH99Fu0BGz
Lincoln,"@ChildOfAlba @AWumman T&amp;T told my husband to carry on as normal because 1, his phone didn't spend enough time near… https://t.co/m9r7k9gmVO"
"Lincoln, NE","“During quarantine, inmates will have reduced movement across the facility, allowing us to limit any further potent… https://t.co/KKJsCM7zKy"
"Lincoln, NE","The individuals were women in their 80s and 40s who were both hospitalized.
That brings the total to 17 deaths in O… https://t.co/OycQkSJC1Y"
"Lincoln, NE","Coming up on 10/11 This Morning:
✔️#LNK corrections ctr on quarantine as 4 inmates test positive for #COVID19
✔️ In… https://t.co/GozVGoCAdM"
"Lincoln, NE","Coming up on 10/11 This Morning:
✔️#LNK corrections ctr on quarantine as 4 inmates test positive for #COVID19
✔️ In… https://t.co/kT1EPG92f9"
Land of Lincoln ,"By the #WorstPresidentInUSHistory

⁦@realDonaldTrump⁩

As Covid-19 Infections Skyrocket, House Report Slams Trump's… https://t.co/XcxFLXor5l"
"Lincoln, Nebraska",Happy Halloween with WAFFLES from @wafflemanbill for breakfast!!! So fun catching up with Steve Pearson too.… https://t.co/mhHUV78KPw
Lincoln,"Well time to start stockpiling toilet roll again!! 🤣

BBC News - Covid-19: PM set to announce month-long England lo… https://t.co/WHYChVwZkO"
"Lincoln, NE","The major players in Washington’s COVID-19 relief blame game lobbed familiar volleys on Thursday, marking time in t… https://t.co/Wv60vHdeF9"
"Lincoln, Nebraska",@Sean_Callahan So @B1Gfootball protocols can be adjusted if they are to Wisconsin’s benefit? https://t.co/8ukQPEywTI
"Lincoln, Nebraska",Covid-19 is not the flu. #MaskUp https://t.co/RSo1kzBH4y
"Lincoln, NE",@DBarkhuff @Memers08 If this nation re-elects a criminal who has turned Covid-19 deaths into a stump speech trope/j… https://t.co/NcVw9LCNF7
"Lincoln, NE",We had more COVID-19 cases diagnosed in the US yesterday than China’s cumulative cases since December 2019. 😳#AMJoy
"Lincoln, NE",Megan Elliott is hopeful in our resilience to learn to adapt during a pandemic. Read more about how she see's our f… https://t.co/lgRfGxDCGa
"Lincoln, Nebraska","I have family voting emphatically for Trump. That means they are voting against close family that are LGBT, and vot… https://t.co/wyryY3syoB"
"Lincoln, NE",@tcwithers @carlquintanilla @hblodget @Stanford @AaronBelkin https://t.co/pFApl2HNxn it wasn’t hard to find at all… https://t.co/LYt9Nr4vzi
"Lincoln, Nebraska","Even with new #COVID19 treatments, hospital beds are filling up. #MaskUp #SocialDistancing #PhysicalDistancing… https://t.co/OuFKynFit1"
"Lincoln, NE",CYBL Covid-19 Guidelines and Protocols @SCB_lincoln https://t.co/NkSfwtdaws
Lincoln,@Mark_Esquire1 @MahyarTousi yes because you only see the death rate of covid 19. nobody actually ever shows you the… https://t.co/rkTLxeMa7h
"Lincoln, NE","@JadaRohlmeier Well jada, the Halloween is now covid 19 and  we don't want to get sick for people and idk?"
"Lincoln, Nebraska, USA","Lincoln Southeast hadn't played a football game since Oct. 9, after their game with Gretna Oct. 15 was cancelled du… https://t.co/VYmMwgEeOj"
"Lincoln, NE",“The suggestion that doctors—in the midst of a public health crisis—are overcounting COVID-19 patients or lying to… https://t.co/58cZO4tLjq
"Lincoln, NE","COVID-19: For the fourth day in a row, Nebraska set a record for hospitalizations. Since October 1, COVID-19 hospit… https://t.co/EhcPvLUIwM"
"Lincoln, NE","#COVID19Nebraska update: 

New cases today: 1,495

7-day average new cases: 1,019, record high 

Active hospitaliza… https://t.co/KmLoL0S268"
"Lincoln, NE",This is terrifying! One our local health systems has seen more patients die of #COVID19 at its hospitals this month… https://t.co/kp74JawOdn
"Lincoln, Nebraska",Liem warming up in her brand new @lse.shirettes letter jacket for the High School Football Playoffs: LSE vs. Columb… https://t.co/RfFh8rJfCI
"Lincoln, NE","""Urgent action is needed,"" the 1st District Democratic congressional nominee says. ""Partisanship should not stand i… https://t.co/7dUfO6w7lR"
"Lincoln, NE","FFN Digest:https://t.co/60ffxKsiCs
@DevelopNebraska adds early childhood to website marketing state to new resident… https://t.co/eJEmVp8qAs"
"Lincoln, NE",Bolz urges new COVID-19 relief package https://t.co/XAGoPdbBpM
"Lincoln, NE","From phone calls with Kevin Warren and Barry Alvarez to COVID-19 testing in Chattanooga, #Huskers AD Bill Moos talk… https://t.co/Offd7jsWvz"
"Lincoln, NE","A new Directed Health Measure will take effect in #LNK on Nov. 1, with the purpose of moving the risk dial in the o… https://t.co/Q73VXkocbo"
"Lincoln, NE","Approaching red.

Our choices have an impact, and that impact can be for better or for worse. Let’s dig deep and do… https://t.co/LIOCuJn9o2"
"Lincoln, Nebraska, USA",#LNK COVID-19 Risk Dial Remains in Elevated Orange: https://t.co/Cx5sHkjC2B https://t.co/bT3Q4OB3Og
"Lincoln, NE",@Cut4 @MLB The trophy probably has COVID-19 😢
"Lincoln, NE","But local officials say the county is ""on the verge"" of moving into the red range if conditions don't improve, as h… https://t.co/9U7d8xYNYg"
"Lincoln, NE",Hemingford Public Schools in Western Nebraska issued a mask mandate this week after 25 students were quarantined. T… https://t.co/05fl5T75aD
"Lincoln, Nebraska",Lancaster County COVID-19 Risk Dial Remains In Elevated High Risk Orange https://t.co/b7NC0ZKTp4
"Lincoln, NE",Regeneron Pharmaceuticals Inc. said Friday that independent monitors had recommended placing on hold enrollment of… https://t.co/S4wlo4oUlu
"Lincoln, NE",A thread honoring the young people who have died from COVID-19. 💔 https://t.co/MEpacZ3I3f
"Lincoln, Nebraska","UHC Test Registry Announcement: In response to the COVID-19 public health emergency, implementation of the Laborato… https://t.co/zTlRo3B3gU"
"Lincoln, Nebraska, USA","83 lab-confirmed cases of COVID-19 have been reported in Lancaster County today, bringing the community total to 9,… https://t.co/Kgwx7WdaZ9"
"Lincoln, Nebraska",COVID-19 Test Results: NEGATIVE!!! Thank you for randomly selecting me for the @unlincoln Mitigation Testing. #UNL… https://t.co/N04v9JaR2x
"Lincoln, Nebraska",Here’s how the students of UNL feel about Halloween: Pandemic edition. https://t.co/RGqyXcSil8
"Lincoln, Nebraska","76 COVID-19 patients in #LNK hospitals today, most ever. 45 of those are from Lancaster County. October average is… https://t.co/AMVO1hLjBW"
"Lincoln, NE","With flu season just around the corner, the Centers for Disease Control wants you to know the differences between i… https://t.co/8lOYoFsjiF"
"Lincoln, NE","The COVID-19 Risk Dial for Lincoln and Lancaster County remains the same this week - in the Orange ""High Risk"" cate… https://t.co/DQaEL4YWRs"
"Lincoln, NE",LIVE at 3:30 p.m.: Lincoln officials discuss the city's COVID-19 response. https://t.co/j4QQ3FbQuU
"Lincoln, Nebraska",83 new COVID-19 cases today in #LNK. No new deaths for the second day in a row (that's good news). Positivity rate… https://t.co/bw1I0bWCF9
"Lincoln, Nebraska","COVID-19 has taken down another downtown #LNK restaurant:
https://t.co/2WyKYFm63J"
"Lincoln, NE","Here's a couple more stats:
One of every 28 Nebraskans has had COVID-19 so far.

Compared to top causes of death in… https://t.co/QF6ZMmE90R"
"Lincoln, NE",The district is not aware that he had any close contact with another person who had COVID-19 at the school. https://t.co/bk9aaRqzio
"Lincoln, NE","Goodness, it truly appears to be a real article written by a human. When I first saw the word salad this morning, I… https://t.co/N7levyYXvw"
"Lincoln, Nebraska, USA",Bryan Health enters Phase One surge plan. -KFOR News https://t.co/M9Vq5cBBPE
"Lincoln, NE","From NSEA President Jenni Benson: ""This is a difficult time. The virus is unrelenting... I believe that we cannot g… https://t.co/4pwXgv3ETc"
"Lincoln, NE","With flu season just around the corner, the Centers for Disease Control wants you to know the differences between i… https://t.co/Rd0edOUvBJ"
"Lincoln, Nebraska","Terry Sebora, emeriti management faculty member, makes his experience matter for others. https://t.co/GSLyOvD5Gu"
"Lincoln, Nebraska","It's hard to socially distance at the strip club:
https://t.co/lJlI5VVi8T"
"Lincoln, NE","For important information and updates on U.S. Department of Education-owned loans, check in on… https://t.co/R5xe2X3MGU"
"Lincoln, Nebraska ","All right - here's the line for today's #LNK Covid-19 Spread Dial - who ya got? No Movement -280, Lower into Orange… https://t.co/jtYf3PnQrS"
"Lincoln, NE",Bryan Health has entered phase one of its “surge plan” as hospitalizations due to COVID-19 continue to rise. https://t.co/YFGB1VwlUN
"Lincoln, NE",Sports betting is 250% more likely than covid to infect males between the ages of 19 and 27
"Lincoln, NE","How has #COVID19 affected companies and what are their plans to reopen and re-engage their workforce? In this post,… https://t.co/PjIPaLhjIu"
"Lincoln, NE","@roseymoseyberry Good morning, I just noticed this. Federally held loans have been automatically postponed due to C… https://t.co/tMhiGmTqvi"
"Lincoln, Nebraska",Have you voted in the @1400KLIN Poll of the Day? https://t.co/6F1QyqWltV Will the Big 10 change their COVID-19 prot… https://t.co/bvID6NHJRP
"Lincoln, Nebraska",COVID-19 hospitalizations have increased rapidly this month in #Nebraska. Here's how yesterday's record total of 52… https://t.co/IqAVbeeGn1
"Lincoln, NE","""I was really writing about the patients, and that was something that typically had not been done in the history of… https://t.co/VBhSzNtKKn"
"Ashby Avenue, Lincoln ","GAME OFF

⚽️❌

Saturday’s game for the Development Squad is unfortunately postponed due to Covid-19 restrictions wi… https://t.co/Of07BAKj1l"
"Lincoln, NE","Lancaster County recorded 166 new COVID-19 cases on Thursday, the highest daily case count so far (see below). Ther… https://t.co/yJ0BqG46jC"
"Lincoln, NE","Hayes County (southwest) was the last in Nebraska to confirm case of COVID-19, and one of the last six counties in… https://t.co/GFbIW6YMKN"
"Lincoln, NE","@AronWiest And when you donate, you get a free antibody test for Covid-19."
"Lincoln, NE","See a variety of our samplers at work in Sacramento, helping test wastewater for COVID-19.
https://t.co/14MbAsJDQS… https://t.co/AjzRYfwnLZ"
"Lincoln, Nebraska",Click here to learn more about what to expect from UNL this upcoming winter season. https://t.co/FS1aC1yxCd
"Lincoln, NE","Grain prices finished lower due to negative outside market influences, Covid-19 concerns, and uncertainty regarding… https://t.co/bLOQvLxx4I"
"Lincoln, NE","#COVID19Nebraska update: 

68,150 cases (+1,605 yesterday, highest one-day total yet)

7-day average: 985 new cases… https://t.co/V83BBt3BO2"
"Lincoln, Nebraska, USA",Solid reporting: Internal Documents Reveal COVID-19 Hospitalization Data The Government Keeps Hidden https://t.co/VKsc4SZMe0
"Lincoln, NE",@LauraHalm1011 @1011_News Who needs PPE? The White House just announced this as one the administration's science an… https://t.co/WtzK0eLir1
LINCOLN,@RWillows @TheSun I’ve put so many COVID-19 test sites in to Nottingham (as well as surrounding areas) over the las… https://t.co/OrLRrK82pv
"Lincoln, Nebraska",Tennessee-Chattanooga's entire team tested negative for COVID-19 using PCR tests. The team's trucks were loaded and… https://t.co/DqKLd0EkxD
"Lincoln, Nebraska",Kirsten Bernthal Booth would have been in Kansas City instead of at her daughter's postseason volleyball match for… https://t.co/FVhjZCbNN8
"Lincoln, NE",Love how @YahooSports let’s a Wisconsin alum publish an unwarranted bash of Nebraska when Nebraska stands up for th… https://t.co/U25tPmjiyr
