,location,tweet,covid
682,"Lincoln, Nebraska","Two COVID-19 Deaths Wednesday, New Cases Confirmed In Lancaster County",1
683,"Lincoln, Nebraska, USA",Has Two More Deaths From COVID-19: reports lab-confirmed cases of COVID-19 i,1
684,"Lincoln, Nebraska",TWO MORE COVID DEATHS:Lancaster County's COVID-19 death total is up to after the local health department report,1
685,University of Nebraska-Lincoln,"Sat. on the radio, I shared how proud we are of our Cornhusker Commitment. Lets stay strong &amp; committed! COVID-19",1
686,"Lincoln, Nebraska",One of the COVID-19 deaths reported today was a woman in her s with underlying health conditions. That is th,1
687,"Lincoln, NE",Lancaster County health officials reported two additional COVID-19 deaths on Wednesday.,1
688,"Lincoln, NE",The process for determining Big Ten division champions and title game participants is complicated by COVID-19. Here,1
689,"Lincoln, Nebraska",more COVID-19 cases in today and more deaths. That brings the death toll this month to . There were,1
690,Lincoln NE,Hey wanna tell me again how you saved Big football and have defeated Covid ? F****** idiot.,1
691,Lincoln ,"people have died with COVID-19, But how many of them have actually died of COVID-19?",1
692,"Lincoln, NE",The takes in this thread are brutally stupid and should likely be screenshotted should N,1
693,"Lincoln, Nebraska",Wisconsin AD Barry Alvarez on why Wisconsin paused football:,1
694,"Lincoln, NE","Student featured in 's newsletter: ""Im a Young Climate Activist In Nebraska. Heres What Covid",1
695,"Lincoln, Nebraska","""Bill (Moos) was very professional and understanding.""Hear from Barry Alvarez on what led to the decision for Wis",1
696,"Lincoln, America",Its not leadership its COVID-19.,1
697,"Lincoln, Nebraska",BOSTON MARATHON POSTPONEDOnce again the world's oldest annual marathon will be changing up the race due to coronav,1
698,"Lincoln, Nebraska",Nebraska received international coverage from this month for leading the nation in COVID-19 infections within,1
699,"Lincoln, Nebraska","Join Dark Intelligence Group tomorrow for a free -minute interactive COVID-19 STAT INTELLIGENCE BRIEFINGS call, """,1
700,"Lincoln, Nebraska",The process for determining Big Ten division champions and title game participants is complicated by COVID-19,1
701,"Lincoln, Nebraska",announces plans to deploy a drive-through COVID-19 testing pod at Metropolitan Community College's Fort Oma,1
702,"Lincoln, Nebraska","Alvarez said Badgers are in ""Orange/Red"" category with B1G testing. Going back to our textbooks, here's Orange/Red:",1
703,"Lincoln, NE",This is a bigger deal than people may think. This means no signs of covid-19 spreading from sideline to sideline.,1
704,"Lincoln, Nebraska","If you're feeling too festive to be cooped up during the season, check out these masked-up, COVID-19",1
705,"Lincoln, NE",Fortenberry calls for on-site rapid COVID-19 testing,1
706,"Lincoln, NE",if only this could have been predicted! via,1
707,"Lincoln, NE","""We're not out of the woods yet, but there are reasons to be optimistic,"" the st District congressman says.",1
708,"Lincoln, Nebraska","To ensure nationwide readiness for the vaccine, the asked each state to submit a plan for administ",1
709,"Lincoln, NE","The decision to cancel was made by Wisconsin AD Barry Alvarez and school chancellor Rebecca Blank ""in consultation",1
710,"Lincoln, Nebraska",Congressional Candidate Bolz Tests Positive For COVID-19,1
711,"Lincoln, NE",Good luck to all those taking boards at this time! But don't miss out on the next step... finding a job! Tune in fo,1
712,"Lincoln, Nebraska",Huskers-Badgers canceled due to COVID-19 issues at UW,1
713,"Lincoln, NE",We will continue to update our story as the day goes on.,1
714,"Lincoln, NE",I think it's BS that can just cancel this weekends game due to the COVID-1,1
715,"Lincoln, NE","Will be updating throughout the day as we (probably) hear from the side, too, but here's what we know so f",1
716,"Lincoln, NE","Scott Frost now -for-3 in home openers as the head coach. The last time it happened? Sept. , vs.",1
717,"Lincoln, NE",The thresholds and some information on the gray area is in our story. There are variances campus to campu,1
718,"Lincoln, Nebraska","In the fourth installment of her COVID-19 series, explores how UNL's student organizations",1
719,"Lincoln, Nebraska","ICYMI: At least associated with the Wisconsin football team, including coach Paul Chryst, have tested positive f",1
720,"Lincoln, Nebraska, USA",Saturday's vs game officially cancelled,1
721,"Lincoln, NE",It's official - vs game cancelled.,1
722,"Lincoln, NE",It's official vs game cancelled,1
723,"Lincoln, NE","As employers continue to navigate the COVID-19 pandemic, OSHA has released new guidelines to clarify reporting requ",1
724,"Lincoln, Nebraska",BREAKING: home opener has been canceled due to a COVID-19 outbreak in the program.,1
725,Lincoln,"No Nebraska/Wisconsin football game this Saturday, due to COVID-19.",1
726,"Lincoln, NE",Wisconsin football team has to cancel Big game due to oubreak:,1
727,"Lincoln, NE",meanwhile,1
728,"Lincoln, Ne",lacks responsibility and accountability on handling covid .,1
729,"Lincoln, Nebraska",Here's the full article.,1
730,"Lincoln, NE",Hopping in right now to discuss.,1
731,"Lincoln, NE","No. Thebscience is all over the place, but SARS-CoV basically disappeared, so it's a reasonable hope that",1
732,"Lincoln, NE","The majority of SARS-CoV-2 virus lives in your nose. If you're a masker, GET ONE THAT FITS and that you dont have t",1
733,Land of Lincoln ,"By the Covid-19 Infections Skyrocket, House Report Slams Trump's",1
734,"Lincoln, Nebraska",Happy Halloween with WAFFLES from for breakfast!!! So fun catching up with Steve Pearson too.,1
735,Lincoln,Well time to start stockpiling toilet roll again!! BBC News - Covid-19: PM set to announce month-long England lo,1
736,"Lincoln, NE","The major players in Washingtons COVID-19 relief blame game lobbed familiar volleys on Thursday, marking time in t",1
737,"Lincoln, Nebraska",So protocols can be adjusted if they are to Wisconsins benefit?,1
738,"Lincoln, Nebraska",Covid-19 is not the flu.,1
739,"Lincoln, NE",If this nation re-elects a criminal who has turned Covid-19 deaths into a stump speech trope/j,1
740,"Lincoln, NE",We had more COVID-19 cases diagnosed in the US yesterday than Chinas cumulative cases since December .,1
741,"Lincoln, NE",Megan Elliott is hopeful in our resilience to learn to adapt during a pandemic. Read more about how she see's our f,1
742,"Lincoln, Nebraska","I have family voting emphatically for Trump. That means they are voting against close family that are LGBT, and vot",1
743,"Lincoln, NE",it wasnt hard to find at all,1
744,"Lincoln, Nebraska","Even with new treatments, hospital beds are filling up.",1
745,"Lincoln, NE",CYBL Covid-19 Guidelines and Protocols,1
746,Lincoln,yes because you only see the death rate of covid . nobody actually ever shows you the,1
747,"Lincoln, NE","Well jada, the Halloween is now covid and we don't want to get sick for people and idk?",1
748,"Lincoln, Nebraska, USA","Lincoln Southeast hadn't played a football game since Oct. , after their game with Gretna Oct. was cancelled du",1
749,"Lincoln, NE",The suggestion that doctorsin the midst of a public health crisisare overcounting COVID-19 patients or lying to,1
750,"Lincoln, NE","COVID-19: For the fourth day in a row, Nebraska set a record for hospitalizations. Since October , COVID-19 hospit",1
751,"Lincoln, NE","update: New cases today: -day average new cases: , record high Active hospitaliza",1
752,"Lincoln, NE",This is terrifying! One our local health systems has seen more patients die of at its hospitals this month,1
753,"Lincoln, Nebraska",Liem warming up in her brand new .shirettes letter jacket for the High School Football Playoffs: LSE vs. Columb,1
754,"Lincoln, NE","""Urgent action is needed,"" the st District Democratic congressional nominee says. ""Partisanship should not stand i",1
755,"Lincoln, NE",FFN Digest: adds early childhood to website marketing state to new resident,1
756,"Lincoln, NE",Bolz urges new COVID-19 relief package,1
757,"Lincoln, NE","From phone calls with Kevin Warren and Barry Alvarez to COVID-19 testing in Chattanooga, AD Bill Moos talk",1
758,"Lincoln, NE","A new Directed Health Measure will take effect in on Nov. , with the purpose of moving the risk dial in the o",1
759,"Lincoln, NE","Approaching red.Our choices have an impact, and that impact can be for better or for worse. Lets dig deep and do",1
760,"Lincoln, Nebraska, USA",COVID-19 Risk Dial Remains in Elevated Orange:,1
761,"Lincoln, NE",The trophy probably has COVID-19,1
762,"Lincoln, NE","But local officials say the county is ""on the verge"" of moving into the red range if conditions don't improve, as h",1
763,"Lincoln, NE",Hemingford Public Schools in Western Nebraska issued a mask mandate this week after students were quarantined. T,1
764,"Lincoln, Nebraska",Lancaster County COVID-19 Risk Dial Remains In Elevated High Risk Orange,1
765,"Lincoln, NE",Regeneron Pharmaceuticals Inc. said Friday that independent monitors had recommended placing on hold enrollment of,1
766,"Lincoln, NE",A thread honoring the young people who have died from COVID-19.,1
767,"Lincoln, Nebraska","UHC Test Registry Announcement: In response to the COVID-19 public health emergency, implementation of the Laborato",1
768,"Lincoln, Nebraska, USA","lab-confirmed cases of COVID-19 have been reported in Lancaster County today, bringing the community total to ,",1
769,"Lincoln, Nebraska",COVID-19 Test Results: NEGATIVE!!! Thank you for randomly selecting me for the Mitigation Testing.,1
770,"Lincoln, Nebraska",Heres how the students of UNL feel about Halloween: Pandemic edition.,1
771,"Lincoln, Nebraska","COVID-19 patients in hospitals today, most ever. of those are from Lancaster County. October average is",1
772,"Lincoln, NE","With flu season just around the corner, the Centers for Disease Control wants you to know the differences between i",1
773,"Lincoln, NE","The COVID-19 Risk Dial for Lincoln and Lancaster County remains the same this week - in the Orange ""High Risk"" cate",1
774,"Lincoln, NE",LIVE at :30 p.m.: Lincoln officials discuss the city's COVID-19 response.,1
775,"Lincoln, Nebraska",new COVID-19 cases today in . No new deaths for the second day in a row (that's good news). Positivity rate,1
776,"Lincoln, Nebraska",COVID-19 has taken down another downtown restaurant:,1
777,"Lincoln, NE",Here's a couple more statsne of every Nebraskans has had COVID-19 so far.Compared to top causes of death in,1
778,"Lincoln, NE",The district is not aware that he had any close contact with another person who had COVID-19 at the school.,1
779,"Lincoln, NE","Goodness, it truly appears to be a real article written by a human. When I first saw the word salad this morning, I",1
780,"Lincoln, Nebraska, USA",Bryan Health enters Phase One surge plan. -KFOR News,1
781,"Lincoln, NE","From NSEA President Jenni Benson: ""This is a difficult time. The virus is unrelenting... I believe that we cannot g",1
782,"Lincoln, NE","With flu season just around the corner, the Centers for Disease Control wants you to know the differences between i",1
783,"Lincoln, Nebraska","Terry Sebora, emeriti management faculty member, makes his experience matter for others.",1
784,"Lincoln, Nebraska",It's hard to socially distance at the strip club:,1
785,"Lincoln, NE","For important information and updates on U.S. Department of Education-owned loans, check in on",1
786,"Lincoln, Nebraska ","All right - here's the line for today's Covid-19 Spread Dial - who ya got? No Movement , Lower into Orange",1
787,"Lincoln, NE",Bryan Health has entered phase one of its surge plan as hospitalizations due to COVID-19 continue to rise.,1
788,"Lincoln, NE",Sports betting is % more likely than covid to infect males between the ages of and,1
789,"Lincoln, NE","How has affected companies and what are their plans to reopen and re-engage their workforce? In this post,",1
790,"Lincoln, NE","Good morning, I just noticed this. Federally held loans have been automatically postponed due to C",1
791,"Lincoln, Nebraska",Have you voted in the Poll of the Day? Will the Big change their COVID-19 prot,1
792,"Lincoln, Nebraska",COVID-19 hospitalizations have increased rapidly this month in . Here's how yesterday's record total of,1
793,"Lincoln, NE","""I was really writing about the patients, and that was something that typically had not been done in the history of",1
794,"Ashby Avenue, Lincoln ",GAME OFFSaturdays game for the Development Squad is unfortunately postponed due to Covid-19 restrictions wi,1
795,"Lincoln, NE","Lancaster County recorded new COVID-19 cases on Thursday, the highest daily case count so far (see below). Ther",1
796,"Lincoln, NE","Hayes County (southwest) was the last in Nebraska to confirm case of COVID-19, and one of the last six counties in",1
797,"Lincoln, NE","And when you donate, you get a free antibody test for Covid-19.",1
798,"Lincoln, NE","See a variety of our samplers at work in Sacramento, helping test wastewater for COVID-19.",1
799,"Lincoln, Nebraska",Click here to learn more about what to expect from UNL this upcoming winter season.,1
800,"Lincoln, NE","Grain prices finished lower due to negative outside market influences, Covid-19 concerns, and uncertainty regarding",1
801,"Lincoln, NE","update: cases (+1,605 yesterday, highest one-day total yet)7-day average: new cases",1
802,"Lincoln, Nebraska, USA",Solid reporting: Internal Documents Reveal COVID-19 Hospitalization Data The Government Keeps Hidden,1
803,"Lincoln, NE",Who needs PPE? The White House just announced this as one the administration's science an,1
804,LINCOLN,Ive put so many COVID-19 test sites in to Nottingham (as well as surrounding areas) over the las,1
805,"Lincoln, Nebraska",Tennessee-Chattanooga's entire team tested negative for COVID-19 using PCR tests. The team's trucks were loaded and,1
806,"Lincoln, Nebraska",Kirsten Bernthal Booth would have been in Kansas City instead of at her daughter's postseason volleyball match for,1
807,"Lincoln, NE",Love how lets a Wisconsin alum publish an unwarranted bash of Nebraska when Nebraska stands up for th,1
808,"Lincoln, NE","""This type of blatant disregard for the wellbeing of others is not only extremely disappointing, it will not be tol",1
809,Lincoln,You must book a session via the Lincoln SU Tennis section. Please DO NOT attend any session if you are self-iso,1
810,"Lincoln, NE","According to Nebraska's DHHS website, people died in , the most r",1
811,"Lincoln, NE",Hospitalizations and deaths are up. This is real and it has come to our community. We haven't made any progress i,1
812,"Lincoln, NE",The community total is . The number of deaths in the community remains at is the highest number of,1
813,"Lincoln, NE",Thats because it is a BS argument. Yes you may have those underlying conditions. But what caused y,1
814,"Lincoln, NE","I live in Lincoln, which is about miles from Omaha, and I know we will see a spike in COVID-19 cases ar",1
815,"Lincoln, Nebraska",Covid-19 is the third leading cause of death in the US right now.,1
816,"Lincoln, Nebraska",The most interesting Covid-19 information I have seen in months. Finny from Eventide is brilliant. I highly recom,1
817,"Lincoln, Nebraska",NEW - Clemson QB Trevor Lawrence has tested positive for COVID-19.,1
818,"Lincoln, NE",Lets talk COVID-19 Trump/Trumpists: ..... well China ....Lets look at facts:Jan. You said it wasnt a problem,1
819,"Lincoln, NE",More than new coronavirus cases today; U.S. total tops million; an American gets the virus every secon,1
820,"Lincoln, Nebraska",University leaders introduce pods at COVID-19 testing sites to shield healthcare workers from winter weather.,1
821,"Lincoln, NE",Wisconsin with three more COVID-19 cases.,1
822,"Lincoln, NE",Three additional confirmed COVID-19 cases for UW.,1
823,"Lincoln, NE","Virus updates: WHO's European director said, hospitalizations have risen to levels unseen since the spring and th",1
824,"Lincoln, NE",More than % of people hospitalized for the disease this month are or older.,1
825,"Lincoln, Nebraska",Lab Confirmed COVID-19 Cases Thursday In Lancaster County,1
826,"Lincoln, Nebraska",Enjoyed lunch from with Talley in my office.,1
827,"Lincoln, Nebraska, USA","lab-confirmed cases of COVID-19 have been reported in Lancaster County today, bringing the community total to",1
828,"Lincoln, NE",Local health officials announced new cases of COVID-19 in Lancaster County on Thursday.,1
829,"Lincoln, Nebraska",new COVID-19 cases in today. Hospitalizations up to with people on ventilators. Test positivity is b,1
830,"Lincoln, NE","COVID-19 has infected my grandmother, my aunt, and now my mother. If it hasnt reached your loved ones yet, conside",1
831,Lincoln,Because it makes a change from taking about Covid,1
832,"Lincoln, NE","We waited an extra day for the mailbag, because we figured thered be some questions.SO. The HV staff is bac",1
833,"Lincoln, NE","Taiwan hit days without any domestically transmitted cases of COVID-19, highlighting its continued success at k",1
834,"Lincoln, NE","slogan if he wins:""The only thing we have to fear is COVID-19. RED ALERT! Get in your basements, but wi",1
835,"Lincoln, NE",Med will open a testing site at the shopping center at th Street and Leighton Avenue by the end of next week.,1
836,"Lincoln, NE",ANNOUNCEMENT/REMINDER: Rosters have been set for Session I of the Indoor VSL. We will not be adding anymore Players,1
837,"Lincoln, Nebraska",Cases of COVID-19 in Nebraska have increased by more than % since mid-October and the spread is impacting rural h,1
838,Lincoln,New Covid guide for venerable. Nothing new i can see. The biggest issue on chat forums is HR &amp; Staffing issues? Ie,1
839,"Lincoln, Nebraska",UPDATE: Bill Moos and Ronnie Green confirm Nebraska explored bringing a nonconference opponent with strict COVID-19,1
840,"Lincoln, NE",UNHS student Jessie Lamp was recently featured in an article from ! Read more about her familys decis,1
841,"Lincoln, Nebraska",COVID-19 doesnt take holidays off. Check out these health guidelines to ensure a safe Halloween.,1
842,"Lincoln, Nebraska",Hot off the press! This research article by Yan Lu et al. explores the use of chicken immunoglobulin Y as a neutral,1
843,"Lincoln, NE","If you test positive for COVID-19, notify the university as soon as possible by emailing covid19.edu or texting",1
844,"Lincoln, NE","Follow all COVID-19 related policies, guidelines, laws and orders issued by the county, city, state or other applic",1
845,"Lincoln, NE",spoke with 's CXO on lessons learned during &amp; about how his organization plans to nav,1
846,"Lincoln, Nebraska",Apparently loss of appetite with Covid-19 isn't universal.,1
847,"Lincoln, NE","BREAKING: Well, that was quick. Nebraska had a nonconference opponent lined up to play in place of Wisconsin, which",1
848,"Lincoln, NE",Hot off the press! This research article by Yan Lu et al. explores the use of chicken immunoglobulin Y as a neutral,1
849,"Lincoln, NE",Iowa voters won't be able to cast their ballot at any of those polling places this Election Day because of hundreds,1
850,"Lincoln, NE",Nebraska still playing victim with bizarre COVID-19 tweet from radio affiliate via,1
851,"Lincoln, NE",The CDC announced new COVID-19 definitions for what constitutes Close Contact. NPR has the scoop,1
852,"Lincoln, Nebraska",Here's our coverage from yesterday:&gt;&gt; Wisconsin cancels game: ; Sipple says le,1
853,"Lincoln, NE",ICYMI - The and Badgers is off. Full coverage Barry Alvarez and Paul Chryst respond:,1
854,"Lincoln, NE",The individuals were a woman in her s with underlying health conditions who had been hospitalized and a woman in,1
855,Land of Lincoln ,This is for Illinois. OMFG-ABOUT TIME! The highest risk is drinking/eating in a BAR!,1
856,"Lincoln, Nebraska",Nebraska Sees Highest Daily Average In Positive COVID-19 Cases,1
857,"Lincoln, NE",Have you gotten your flu shot yet?,1
858,"Lincoln, NE","I dont want anybody to go through what we as a family went through with ,"" Colleen Sebora said. ""Im sorr",1
859,"Lincoln, Nebraska","These are the best graphics Ive seen on aerosol transmission of Covid-19: A room, a bar and a classroom: how the c",1
860,Lincoln,"Covid-19: Nearly catching virus every day - study - BBC News20,000 or (because thats times mor",1
861,"Lincoln, NE","Today, I got my th COVID-19 test. I chose of them (when traveling from to in April, when tra",1
862,Lincoln,I was looking forward to new shows this fall...until I saw the previews. Why would they make shows about Covid-19?,1
863,"Lincoln, NE",Updated: See how social media users register their reactions to the presidential candidates Donald Trump and Joe Bi,1
864,"Lincoln, NE","""[the] affidavit, the group claims KC Mayor exhibited poor judgment &amp; inadequate leadership in Kansas Citys respon",1
865,"Lincoln, NE","Look for the pattern. ""An effort to recall Mayor John Cooper launched Monday, when a group signaled it would begin",1
866,"Lincoln, NE",It's amazing what this man is doing to help others fight COVID-19. Check out story,1
867,"Lincoln, NE","Covid-19 is a serious illness, but and I are going to be ok. Thanks for the text messages and casser",1
868,"Lincoln, NE",Today Nebraska had the highest one-day increase in COVID-19 active hospitalizations yet. Neb,1
869,"Lincoln, NE","update: cases (+1,169 today) recovered; active total deaths7-day",1
870,"Lincoln, NE","Bolz said health is important because if that suffers, the economy suffers. She said more focus needs to be put on",1
871,"Lincoln, NE","The election is fast approaching and months into the pandemic, cases are skyrocketing. But, what effect does that",1
872,"Lincoln, NE",A Lincoln man who spent days in the hospital recovering from COVID-19 is now donating plasma to help current and,1
873,"Lincoln, Nebraska","With positive cases, the Wisconsin football program is pausing activities, meaning it won't travel to take on th",1
874,"Lincoln, NE",The pod will open Saturday at Metropolitan Community College's Fort Omaha Campus and will offer COVID-19 testing si,1
875,"Lincoln, NE","As a Nebraskan I hope he never comes here again spreading death, misinformation and covid by telling people lie",1
876,"Lincoln, NE","Today, we presented with the Friend of Farm Bureau Award. Bacon earned the designation f",1
877,"Lincoln, NE",The Nebraska-Wisconsin game will not be played. The Badgers made the decision themselves to curb a COVID-19 spike.,1
878,"Lincoln, NE",A previous (if short-lived) Big Ten schedule had built-in contingencies for games altered by COVID-19. This one doe,1
879,"Lincoln, NE","COVID-19 continues to impact higher education, but we are optimistic about the future for all of our institutions.",1
880,"Lincoln, NE","To date, Lancaster County residents have died from the coronavirus.",1
881,"Lincoln, Nebraska","Two COVID-19 Deaths Wednesday, New Cases Confirmed In Lancaster County",1
882,"Lincoln, Nebraska, USA",Has Two More Deaths From COVID-19: reports lab-confirmed cases of COVID-19 i,1
883,"Lincoln, Nebraska",TWO MORE COVID DEATHS:Lancaster County's COVID-19 death total is up to after the local health department report,1
884,University of Nebraska-Lincoln,"Sat. on the radio, I shared how proud we are of our Cornhusker Commitment. Lets stay strong &amp; committed! COVID-19",1
885,"Lincoln, Nebraska",One of the COVID-19 deaths reported today was a woman in her s with underlying health conditions. That is th,1
886,"Lincoln, NE",Lancaster County health officials reported two additional COVID-19 deaths on Wednesday.,1
887,"Lincoln, NE",The process for determining Big Ten division champions and title game participants is complicated by COVID-19. Here,1
888,"Lincoln, Nebraska",more COVID-19 cases in today and more deaths. That brings the death toll this month to . There were,1
889,Lincoln NE,Hey wanna tell me again how you saved Big football and have defeated Covid ? F****** idiot.,1
890,Lincoln ,"people have died with COVID-19, But how many of them have actually died of COVID-19?",1
891,"Lincoln, NE",The takes in this thread are brutally stupid and should likely be screenshotted should N,1
892,"Lincoln, Nebraska",Wisconsin AD Barry Alvarez on why Wisconsin paused football:,1
893,"Lincoln, NE","Student featured in 's newsletter: ""Im a Young Climate Activist In Nebraska. Heres What Covid",1
894,"Lincoln, Nebraska","""Bill (Moos) was very professional and understanding.""Hear from Barry Alvarez on what led to the decision for Wis",1
895,"Lincoln, America",Its not leadership its COVID-19.,1
896,"Lincoln, Nebraska",BOSTON MARATHON POSTPONEDOnce again the world's oldest annual marathon will be changing up the race due to coronav,1
897,"Lincoln, Nebraska",Nebraska received international coverage from this month for leading the nation in COVID-19 infections within,1
898,"Lincoln, Nebraska","Join Dark Intelligence Group tomorrow for a free -minute interactive COVID-19 STAT INTELLIGENCE BRIEFINGS call, """,1
899,"Lincoln, Nebraska",The process for determining Big Ten division champions and title game participants is complicated by COVID-19,1
900,"Lincoln, Nebraska",announces plans to deploy a drive-through COVID-19 testing pod at Metropolitan Community College's Fort Oma,1
901,"Lincoln, Nebraska","Alvarez said Badgers are in ""Orange/Red"" category with B1G testing. Going back to our textbooks, here's Orange/Red:",1
902,"Lincoln, NE",This is a bigger deal than people may think. This means no signs of covid-19 spreading from sideline to sideline.,1
903,"Lincoln, Nebraska","If you're feeling too festive to be cooped up during the season, check out these masked-up, COVID-19",1
904,"Lincoln, NE",Fortenberry calls for on-site rapid COVID-19 testing,1
905,"Lincoln, NE",if only this could have been predicted! via,1
906,"Lincoln, NE","""We're not out of the woods yet, but there are reasons to be optimistic,"" the st District congressman says.",1
907,"Lincoln, Nebraska","To ensure nationwide readiness for the vaccine, the asked each state to submit a plan for administ",1
908,"Lincoln, NE","The decision to cancel was made by Wisconsin AD Barry Alvarez and school chancellor Rebecca Blank ""in consultation",1
909,"Lincoln, Nebraska",Congressional Candidate Bolz Tests Positive For COVID-19,1
910,"Lincoln, NE",Good luck to all those taking boards at this time! But don't miss out on the next step... finding a job! Tune in fo,1
911,"Lincoln, Nebraska",Huskers-Badgers canceled due to COVID-19 issues at UW,1
912,"Lincoln, NE",We will continue to update our story as the day goes on.,1
913,"Lincoln, NE",I think it's BS that can just cancel this weekends game due to the COVID-1,1
914,"Lincoln, NE","Will be updating throughout the day as we (probably) hear from the side, too, but here's what we know so f",1
915,"Lincoln, NE","Scott Frost now -for-3 in home openers as the head coach. The last time it happened? Sept. , vs.",1
916,"Lincoln, NE",The thresholds and some information on the gray area is in our story. There are variances campus to campu,1
917,"Lincoln, Nebraska","In the fourth installment of her COVID-19 series, explores how UNL's student organizations",1
918,"Lincoln, Nebraska","ICYMI: At least associated with the Wisconsin football team, including coach Paul Chryst, have tested positive f",1
919,"Lincoln, Nebraska, USA",Saturday's vs game officially cancelled,1
920,"Lincoln, NE",It's official - vs game cancelled.,1
921,"Lincoln, NE",It's official vs game cancelled,1
922,"Lincoln, NE","As employers continue to navigate the COVID-19 pandemic, OSHA has released new guidelines to clarify reporting requ",1
923,"Lincoln, Nebraska",BREAKING: home opener has been canceled due to a COVID-19 outbreak in the program.,1
924,Lincoln,"No Nebraska/Wisconsin football game this Saturday, due to COVID-19.",1
925,"Lincoln, NE",Wisconsin football team has to cancel Big game due to oubreak:,1
926,"Lincoln, NE",meanwhile,1
927,"Lincoln, Ne",lacks responsibility and accountability on handling covid .,1
928,"Lincoln, Nebraska",Here's the full article.,1
929,"Lincoln, NE",Hopping in right now to discuss.,1
930,"Lincoln, NE",Halloween is a week away! Check out the CDC's guidelines on how to stay safe this Halloween season here:,1
931,"Lincoln, Nebraska",Source for my stats is the teen run COVID stat site ().,1
932,"Lincoln, NE",Halloween is a week away! Check out the CDC's guidelines on how to stay safe this Halloween season here:,1
933,"Lincoln, NE","HobbyTown, Toys From the Past both see double-digit increases in sales of items such as puzzles, board games and re",1
934,"Lincoln, NE",So you're saying without a pandemic Biden would be drawing cheering crowds of k ppl and car parades,1
935,Land of Lincoln ,"By the Covid-19 Infections Skyrocket, House Report Slams Trump's",1
936,Lincoln,&gt;tfw your government cant organise a press conference let alone a pandemic response,1
937,"Lincoln, NE","See how business owners around the U.S. are using the pandemic to get creative for Halloween, follow what happens t",1
938,"Land of Lincoln, USA","Totally. We would be in same situation if not worse under any other President. FDA, CDC failed him",1
939,"Lincoln, NE","Oh, I get it. Im in the real world here. The restaurant has be",1
940,"Lincoln, NE",Although I appreciate a shoutout from one of my favorite entert,1
941,"Lincoln, NE",It is not divisive to point out that some people take the pandemic seriously and some don't; the division is alread,1
942,"Lincoln, NE",It is not divisive to point out that some people take the pandemic seriously and some do,1
943,"lincoln, nebraska","this is the first halloween i wont be dressing up or going out. if you guys are, stay smart, be safe, and remember",1
944,"Lincoln, NE","The Trump economy is an entire nation struggling to make ends meet in a pandemic he did nothing about, meanwhile th",1
945,"Lincoln, Nebraska","Nebraska picked up a commit yesterday.Chris Kolarevic hasn't been playing football, the pandemic halting most FCS",1
946,"Lincoln, NE",How do you celebrate Halloween in Nebraska during a pandemic? Easy. You fly to Florida.,1
947,"Lincoln, NE",Megan Elliott is hopeful in our resilience to learn to adapt during a pandemic. Read more about how she see's our f,1
948,"lincoln, ne",As of now American citizens are dead because of Trumps lack of empathy and did nothin,1
949,"Lincoln, NE",Were winning!! Month seven of the pandemic...my god someone make it stop. I need to go back to normal.,1
950,Lincoln,One way of sorting this pandemic out would be for the WHO to put the criteria for a pandemic back to where it origi,1
951,"Lincoln, Nebraska",Trump never put the health of Americans first. Trump knew about the pandemic in January and withheld that,1
952,"Lincoln, NE",Halloween is cancelled this year bc of the pandemic. The real reason to celebrate is we gain an hour of sleep!!!!,1
953,"Lincoln, NE",So excited to finally be playing Pandemic Season !!,1
954,"Lincoln, NE",We cant get the economy going tell we fight this pandemic with out a national plan we cant get a nation,1
955,"Lincoln, NE",The unemployment rate is highest since the Great Depression millions sick hungry and cant pay rent m,1
956,"Lincoln, NE",Lets not act like months in a pandemic year represents our entire relationship with the c,1
957,"Lincoln, NE",This is terrifying! One our local health systems has seen more patients die of at its hospitals this month,1
958,"Lincoln, NE",Bolz urges Congress and Fortenberry to pass more pandemic aid,1
959,"Lincoln, NE",Its not a culture mismatch. Nebraska has been in the B1G for years. Its been a c,1
960,"Lincoln, NE",Millions of Americans are expected to have scaled-down Thanksgiving celebrations amid the pandemic,1
961,"Lincoln, NE",Pandemic will end Nebraska Club's -year run in Lincoln,1
962,"Lincoln, NE",now has a weekly newsletter with resources and tips for coping during the pandemic. This week's iss,1
963,"Lincoln, Nebraska",Heres how the students of UNL feel about Halloween: Pandemic edition.,1
964,"Lincoln, Nebraska","COVID-19 patients in hospitals today, most ever. of those are from Lancaster County. October average is",1
965,"Lincoln, NE","The restaurant, on the top floor of the U.S. Bank Building, plans to close at the end of the year.",1
966,"Lincoln, Nebraska",COVID-19 has taken down another downtown restaurant:,1
967,"Lincoln, NE",I was happy to be a guest on the radio show today to speak honestly about what it's like to teach,1
968,"Lincoln, NE",Were in the middle of a pandemic and have many problems and issues to address. Replacing over % of our top leade,1
969,"Lincoln, NE",This is a lieand a loathsome lie. Imagine demonizing frontline doctors in the midst of a pandemic.,1
970,Lincoln,"Shamelessly trying to make political capital from a pandemic, what worthless goons these people are!.",1
971,"Lincoln, NE",Can you relate?,1
972,Lincoln Nebraska,Which one are you? The kind who couldn't afford to stop w,1
973,"Lincoln, NE",Coronavirus update: U.S. counts more than cases in a single day and The Lancet says Trump pandemic response,1
974,"Lincoln, NE",Please share examples of elected officials -- those currently IN office -- who are actively working to bring peopl,1
975,"Lincoln, NE","Editorial: Failure to get the signatures required would be best outcome for the ill-conceived, near frivolous, unne",1
